Name,Image URLs,Front,Back,Text,Cost,Defense,Level,Faction,Type,Role,Set Name,Set Qty,Artist
Vexing Imp,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-005-vexing-imp.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-006-vexing-imp-back.jpg,,,"Mastery cards needed: 3
Cards to play: 1
Blue:
Discard a champion <i>(from your hand)</i>. <hr> Green (Favored):
Discard two cards. <hr> Red:
Discard an action. <hr> Yellow:
Put a random imp from out of play into play.
|
Cards to play: 1 <hr> Blue:
Discard two champions <i>(from your hand)</i>. <hr> Green:
Discard three cards. <hr> Red:
Discard two actions. <hr> Yellow (Favored):
Put two random imps from out of play into play.",,,1|2,,Master ◆ Starting Health: 60,Master,Campaign Deck: Ruin of Thandar,1,Takashi Tan
Ruinos Archpriestess,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-007-ruinos-archpriestess.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-008-ruinos-archpriestess-back.jpg,,,"Mastery cards needed: 3
Cards to play: 1
Blue (Favored):
Add the highest cost Guild card or cards in the Market to the Ritual. <hr> Green (Favored):
Add the highest cost Wild card or cards in the Market to the Ritual. <hr> Red (Favored):
Add the highest cost Necros card or cards in the Market to the Ritual. <hr> Yellow (Favored):
Add the highest cost Imperial card or cards in the Market to the Ritual.
|
Cards to play: 1 <hr> The Ritual is complete. <i>(Go to Chapter 9 of the Adventure Book.)</i>",,,1|2,,Master ◆ Starting Health: 30,Master,Campaign Deck: Ruin of Thandar,1,Johnny Morrow
Slaughterclaw,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-009-slaughterclaw.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-010-slaughterclaw-back.jpg,,,"Mastery cards needed: 2
Cards to play: 1
Blue:
Sprout a Spike. Deal 4 damage to you and to each of your champions. <hr> Green:
Gain 5 Combat. Sprout a Spike. Each player discards a card with Health printed on it. <hr> Red (Favored):
Sprout two Spikes. <hr> Yellow:
Sprout a Spike. Gain Combat equal to twice its cost.
|
Cards to play: 1 <hr> Blue:
Sprout a Spike. Deal 7 damage to you and to each of your champions. <hr> Green:
Gain 8 Combat. Sprout a Spike. Each player discards all cards with Health printed on them. <hr> Red (Favored):
Sprout three Spikes. <hr> Yellow:
Sprout a Spike. Gain Combat equal to twice the total cost of all Spikes.",,,1|2,,Master ◆ Starting Health: 70,Master,Campaign Deck: Ruin of Thandar,1,Shen Fei
The Laughing Shadow,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-011-laughing-shadow.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-012-laughing-shadow-back.jpg,,,"Mastery cards needed: 2
Cards to play: 1
Blue (Favored):
Cast two Shadows. <hr> Green:
Cast a Shadow. Discard a card. <hr> Red:
Cast a Shadow. Stun the highest Defense champion among all players. <hr> Yellow:
Gain 3 Health. Cast a Shadow.
|
Cards to play: 1 <hr> Blue (Favored):
Cast three Shadows. <hr> Green:
Cast a Shadow. For each Shadow, discard a card. <hr> Red:
Cast a Shadow. For each Shadow, stun the highest Defense champion among all players. <hr> Yellow:
Cast a Shadow. 3 Health for each Shadow.",,,1|2,,Master ◆ Starting Health: 75,Master,Campaign Deck: Ruin of Thandar,1,Melvin Chan
Ingarash the Insatiable,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-013-ingarash.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-014-ingarash-back.jpg,,,"Mastery cards needed: 2
Cards to play: 1
Blue:
Gobble up your highest Defense champion. <hr> Green (Favored):
Gobble up the top card of the Market Deck. Gain Combat equal to the total number of gobbled up cards. <hr> Red:
Gobble up the highest cost action in your hand. <hr> Yellow:
Gobble up the highest cost card in your discard pile.
|
Cards to play: 2 <hr> Blue:
Gobble up your highest Defense champion. <hr> Green (Favored):
Gobble up the top card of the Market Deck. Gain Combat equal to the total number of gobbled up cards. <hr> Red:
Gobble up the highest cost action in your hand. <hr> Yellow:
Gobble up the highest cost card in your discard pile.",,,1|2,,Master ◆ Starting Health: 80,Master,Campaign Deck: Ruin of Thandar,1,Guillaume Ducos
Karakan Flesh-of-Iron,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-015-karakan.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-016-karakan-back.jpg,,,"Mastery cards needed: 2
Cards to play: 1
Blue:
Gain 2 Combat. Forge a Flesh Armor. For each Flesh Armor, stun the highest Defense champion among all players. <hr> Green:
Gain 4 Combat. Forge a Flesh Armor. For each Flesh Armor, discard a card. <hr> Red:
Forge a Flesh Armor. Gain 3 Combat for each Flesh Armor. <hr> Yellow (Favored):
Forge two Flesh Armor.
|
Cards to play: 1 <hr> Blue:
Gain 4 Combat. Forge a Flesh Armor. For each Flesh Armor, stun the highest Defense champion among all players. <hr> Green:
Gain 8 Combat. Forge a Flesh Armor. For each Flesh Armor, discard a card. <hr> Red:
Forge a Flesh Armor. Gain 6 Combat for each Flesh Armor. <hr> Yellow (Favored):
Forge three Flesh Armor.",,,1|2,,Master ◆ Starting Health: 65,Master,Campaign Deck: Ruin of Thandar,1,Grzegorz Pedrycz
Demon Coin,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-001-demon-coin.jpg,,,"Gain 1 Gold. <hr> <i>Considered cursed by some, coveted by others.</i>",,,,Necros,Item ◆ Currency ◆ Coin,Starting Deck,Boss Deck: Dragon,1,Apsara
Dragon's Bite,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-002-dragons-bite.jpg,,,Gain 4 Combat. <hr> <i>There is more to fear than just the fire.</i>,,,,,Action,Starting Deck,Boss Deck: Dragon,1,Dhennis Balontong
Dragon's Claw A,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-003-dragons-claw.jpg,,,"Gain 3 Combat.
If you have another Dragon’s Claw in play when you play this, draw a card.",,,,,Action,Starting Deck,Boss Deck: Dragon,1,Jack Hoyle
Dragon's Fire A,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-004-dragons-fire.jpg,,,"Gain 4 Combat. <hr> Sacrifice:
Deal 4 damage to each opposing champion. <i>(Guards do not prevent this.)</i>",,,,,Action,Starting Deck,Boss Deck: Dragon,1,Takashi Tan
Dragon's Tail,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-005-dragons-tail.jpg,,,Deal 2 damage to each opposing champion and hero. <i>(Guards do not prevent this. This deals 6 damage to an enemy boss and 2 damage to their champions.)</i>,,,,,Action,Starting Deck,Boss Deck: Dragon,1,Jaime Tayag
Elven Gold,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-006-elven-gold.jpg,,,Gain 1 Gold. <hr> <i>The elves rarely bother with mere coins.</i>,,,,Wild,Item ◆ Currency,Starting Deck,Boss Deck: Dragon,1,Melvin Chan
Guild Mark,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-007-guild-mark.jpg,,,"Gain 1 Gold. <hr> The Guild values coin of all kind, but this one sends a mesGuild.",,,,Guild,Item ◆ Currency ◆ Coin,Starting Deck,Boss Deck: Dragon,1,Grant Griffin
Hoard,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-008-hoard.jpg,,,"Gain 1 Gold.
Reveal the next card in the Treasure Hoard.
<i>or</i>
If another player has more Hoard Items than you, steal one of them.",,,,,Action,Starting Deck,Boss Deck: Dragon,1,Shen Fei
Imperial Chevron,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-009-imperial-chevron.jpg,,,Gain 1 Gold. <hr> <i>The Empire was forged in dragon fire.</i>,,,,Imperial,Item ◆ Currency ◆ Coin,Starting Deck,Boss Deck: Dragon,1,Dudu Torres
Ruby A,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-010-ruby.jpg,,,Gain 2 Gold.,,,,,Item ◆ Currency ◆ Gem,Starting Deck,Boss Deck: Dragon,1,Aspara
Ruby B,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-011-ruby2.jpg,,,"<i>(Put this card into your starting deck when facing two or more heroes or a boss.)</i>
Gain 2 Gold.",,,,,Item ◆ Currency ◆ Gem,Starting Deck 2+,Boss Deck: Dragon,1,Aspara
Dragon's Claw B,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-012-dragons-claw2.jpg,,,"<i>(Put this card into your starting deck when facing two or more heroes or a boss.)</i>
Gain 3 Combat.
If you have another Dragon’s Claw in play when you play this, draw a card.",,,,,Action,Starting Deck 2+,Boss Deck: Dragon,1,Jack Hoyle
Cunning Blow,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-013-cunning-blow.jpg,,,"<i>(Put this card into your starting deck when facing three or more heroes or a boss.)</i>
Gain 3 Combat. <i>or</i> Stun a champion. <hr> Sacrifice:
You are no longer taunted and can’t be taunted until the end of your next turn.",,,,,Action,Starting Deck 3+,Boss Deck: Dragon,1,David Gaillet
Prismatic Diamond A,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-014-prismatic-diamond.jpg,,,"<i>(Put this card into your starting deck when facing three or more heroes or a boss.)</i>
Gain 3 Gold. <hr> Sacrifice:
You may steal a Hoard Item back from a player by performing its Skill Check.",,,,,Item ◆ Currency ◆ Gem,Starting Deck 3+,Boss Deck: Dragon,1,Anna Lakisova
Dragon's Fire B,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-015-dragons-fire2.jpg,,,"<i>(Put this card into your starting deck when facing four or more heroes.)</i>
Gain 4 Combat. <hr> Sacrifice:
Deal 4 damage to each opposing champion. <i>(Guards do not prevent this.)</i>",,,,,Action,Starting Deck 4+,Boss Deck: Dragon,1,Takashi Tan
Ruby C,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-016-ruby3.jpg,,,"<i>(Put this card into your starting deck when facing four or more heroes.)</i>
Gain 2 Gold.",,,,,Item ◆ Currency ◆ Gem,Starting Deck 4+,Boss Deck: Dragon,1,Aspara
Prismatic Diamond B,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-017-prismatic-diamond2.jpg,,,"<i>(Put this card into your starting deck when facing five or more heroes.)</i>
Gain 3 Gold. <hr> Sacrifice:
You may steal a Hoard Item back from a player by performing its Skill Check.",,,,,Item ◆ Currency ◆ Gem,Starting Deck 5+,Boss Deck: Dragon,1,Anna Lakisova
Dragon's Claw C,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-018-dragons-claw3.jpg,,,"<i>(Put this card into your starting deck when facing five or more heroes.)</i>
Gain 3 Combat.
If you have another Dragon’s Claw in play when you play this, draw a card.",,,,,Action,Starting Deck 5+,Boss Deck: Dragon,1,Jack Hoyle
Amulet of Cleansing,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-020-amulet-of-cleansing.jpg,,,"<i>To acquire: Skill Check 8</i> <hr> Expend:
Gain 1 Gold.
Choose a faction. You count as having an extra card of that faction in play this turn. If you have all four factions in play, draw a card.",,,,,Hoard Item ◆ Magic Amulet,Treasure Horde,Boss Deck: Dragon,1,Johnny Morrow
Boots of Speed,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-021-boots-of-speed.jpg,,,"<i>To acquire: Skill Check 5</i> <hr> Expend:
Put the next card you acquire this turn on top of your deck.",,,,,Hoard Item ◆ Magic Boots,Treasure Horde,Boss Deck: Dragon,1,Johnny Morrow
Crown of Will,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-022-crown-of-will.jpg,,,"To acquire: Skill Check 5 <hr> Expend:
Gain 1 Gold. <i>or</i> Gain 3 Combat.",,,,,Hoard Item ◆ Magic Crown,Treasure Horde,Boss Deck: Dragon,1,Olivier Bernard
Gauntlets of Strength,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-023-gauntlets-of-strength.jpg,,,"<i>To acquire: Skill Check 6</i> <hr> Expend:
Gain 2 Combat for each faction you have in play.",,,,,Hoard Item ◆ Magic Armor ◆ Gauntlets,Treasure Horde,Boss Deck: Dragon,1,Cristian Gonzalez
Guardian's Shield,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-024-guardians-shield.jpg,,,"<i>To acquire: Skill Check 4</i>
Ignore the first 3 damage you would take each turn.
<i>(When playing boss vs boss, ignore the first 5 damage instead.)</i>",,,,,Hoard Item ◆ Magic Shield,Treasure Horde,Boss Deck: Dragon,1,Rainer Petter
Orb of Death,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-025-orb-of-death.jpg,,,"<i>To acquire: Skill Check 5</i> <hr> Expend:
Stun an opposing champion.",,,,,Hoard Item ◆ Magic Orb,Treasure Horde,Boss Deck: Dragon,1,Almeida
Ring of Wishes,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-026-ring-of-wishes.jpg,,,"<i>To acquire: Skill Check 7</i>
Ring of Wishes doesn’t prepare at end of turn. It only prepares when it is stolen. <hr> Expend:
Search your deck <i>(shuffle afterwards)</i> or discard pile for a card and put it into your hand.",,,,,Hoard Item ◆ Magic Ring,Treasure Horde,Boss Deck: Dragon,1,Rainer Petter
Sword of Destiny,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-027-sword-of-destiny.jpg,,,"<i>To acquire: Skill Check 5</i> <hr> Expend:
Gain 5 Combat.",,,,,Hoard Item ◆ Magic Melee Weapon ◆ Sword,Treasure Horde,Boss Deck: Dragon,1,Helder Almeida
Vial of Elven Tears,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-028-vial-of-elven-tears.jpg,,,"<i>To acquire: Skill Check 6</i> <hr> Expend:
Gain 5 Health.
Choose a faction. You count as having an extra card of that faction in play this turn.",,,,,Hoard Item ◆ Magic Elixir,Treasure Horde,Boss Deck: Dragon,1,Ksenia Kozhenvikova
Dragon,https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-030-dragon.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-031-dragon-back.jpg,,,"The Dragon’s hand size and starting health are based on the size of the party.
1 hero: 5 cards, 50 health
2 heroes: 6 cards, 100 health
3 heroes: 7 cards, 150 health
4 heroes: 8 cards, 200 health
5 heroes: 9 cards, 250 health
Starting Deck (10)
Demon Coin
Dragon’s Bite
Dragon’s Claw
Dragon’s Fire
Dragon’s Tail
Elven Gold
Guild Mark
Hoard
Imperial Chevron
Ruby
Treasure Hoard (9)
Amulet of Cleansing
Boots of Speed
Crown of Will
Gauntlets of Strength
Guardian’s Shield
Orb of Death
Ring of Wishes
Sword of Destiny
Vial of Elven Tears
Additional cards for Starting Deck (8)
Vs 2 heroes: Dragon’s Claw and Ruby
Vs 3 heroes: Cunning Blow and Prismatic Diamond
Vs 4 heroes: Dragon’s Fire and Ruby
Vs 5 heroes: Dragon’s Claw and Prismatic Diamond",,,,,Boss ◆ Villain,Boss,Boss Deck: Dragon,1,Dhennis Balontong
Scorecard (Tens),https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-032-dragon-score1.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-033-dragon-score2-back.jpg,,,,,,,,,Scorecard,Boss Deck: Dragon,1,Dhennis Balontong
Scorecard (Ones),https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-034-dragon-score3.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/BDR-EN-035-dragon-score4-back.jpg,,,,,,,,,Scorecard,Boss Deck: Dragon,1,Dhennis Balontong
Deep Insight,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-001-deep-insight.jpg,,,"Expend:
Draw a card, then discard a card. <hr> The accumulated knowledge of centuries of undeath.",,,,,Soul Jar ◆ 35 Health,Soul Jar,Boss Deck: Lich,1,Apsara
Heart of Evil,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-002-heart-of-evil.jpg,,,"Expend:
Perform a summoning. <hr> <i>The true soul of a necromancer.</i>",,,,,Soul Jar ◆ 30 Health,Soul Jar,Boss Deck: Lich,1,Apsara
Infernal Wealth,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-003-infernal-wealth.jpg,,,"Expend:
Gain 2 Gold.
<i>or</i>
Stun an opposing champion.",,,,,Soul Jar ◆ 40 Health,Soul Jar,Boss Deck: Lich,1,Apsara
Manipulation,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-004-manipulation.jpg,,,"Expend:
Acquire a card of cost four or less for free. <hr> Only the strongest can resist its pull.",,,,,Soul Jar ◆ 45 Health,Soul Jar,Boss Deck: Lich,1,Apsara
Unending Rage,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-005-unending-rage.jpg,,,"Expend:
Gain 7 Combat. <hr> It’s dangerous to release anger that’s been bottled up for centuries.",,,,,Soul Jar ◆ 55 Health,Soul Jar,Boss Deck: Lich,1,Apsara
Void,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-006-void.jpg,,,"Expend:
Each opposing player loses 3 health.
<i>(This causes an enemy boss to lose 9 health.)</i>",,,,,Soul Jar ◆ 50 Health,Soul Jar,Boss Deck: Lich,1,Apsara
Abomination,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-008-abomination.jpg,,,"Expend:
Gain 4 Combat. <hr> It feels neither pain nor fear. But you will…",,Guard 6,,,Minion ◆ Undead ◆ Construct,Grimoire,Boss Deck: Lich,1,Andres Agostini
Banshee,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-009-banshee.jpg,,,"Expend:
Deal 2 damage to each opposing champion and player.
<i>(Guards do not prevent this. This deals 6 damage to an enemy boss and 2 damage to their champions.)</i>",,3,,,Minion ◆ Undead,Grimoire,Boss Deck: Lich,1,Anna Lakisova
Ghoul,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-010-ghoul.jpg,,,"Expend:
Gain 3 Combat.
+1 Combat for each champion in your discard pile.",,Guard 5,,,Minion ◆ Undead,Grimoire,Boss Deck: Lich,1,Francisco Miyara
Revenant,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-011-revenant.jpg,,,"Expend:
Gain 5 Health.
<i>or</i>
Stun an opposing champion.",,5,,,Minion ◆ Undead,Grimoire,Boss Deck: Lich,1,David Gaillet
Skeleton Horde,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-012-skeleton-horde1.jpg,,,"Expend:
Gain Combat equal to the starting size of the party.
<i>(When playing against a boss, gain 3 Combat.)</i>",,4,,,Minion ◆ Undead,Grimoire,Boss Deck: Lich,3,Jack Hoyle
Wall of Bones,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-015-wall-of-bones.jpg,,,<i>“Pray you don’t become a part of it.”</i>,,Guard 8,,,Minion ◆ Undead ◆ Construct,Grimoire,Boss Deck: Lich,1,Grzegorz Pedrycz
Wall of Fire,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-016-wall-of-fire.jpg,,,"Expend:
Deal 2 damage to each opposing player.
<i>(Guards do not prevent this. This deals 6 damage to an enemy boss.)</i>",,7,,,Minion ◆ Magic ◆ Construct,Grimoire,Boss Deck: Lich,1,Shen Fei
Zombie,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-017-zombie.jpg,,,"Expend:
Gain 2 Combat. <hr> <i>Where the Lich walks, the dead rise.</i>",,1,,,Minion ◆ Undead,Grimoire,Boss Deck: Lich,1,Souveraine
Frozen Touch,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-019-frozen-touch.jpg,,,"Gain Combat equal to the starting size of the party.
<i>(When playing against a boss, gain 3 Combat.)</i>
Target defeated player discards their hand. You can target <i>any</i> defeated player, even if another player has Stepped Up.",,,,,Action ◆ Curse,Starting Deck,Boss Deck: Lich,1,Dhennis Balontong
Gold,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-020-gold1.jpg,,,Gain 1 Gold.,,,,,Item ◆ Currency ◆ Coin,Starting Deck,Boss Deck: Lich,2,Antonis Papantoniou
Minor Summoning,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-022-minor-summoning.jpg,,,"Perform a summoning. <hr> <i>When their master calls, they answer.</i>",,,,,Action ◆ Spell,Starting Deck,Boss Deck: Lich,1,Olivier Bernard
Major Summoning,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-023-major-summoning.jpg,,,"Perform X summonings, where X is the starting size of the party.
<i>(When playing against a boss, X is 3.)</i>",,,,,Action ◆ Spell,Starting Deck,Boss Deck: Lich,1,David Nash
Ruby,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-024-ruby1.jpg,,,Gain 2 Gold.,,,,,Item ◆ Currency ◆ Gem,Starting Deck,Boss Deck: Lich,2,Aspara
Soul Crush,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-026-soul-crush.jpg,,,"Gain 3 Combat.
<i>or</i>
Stun target champion.",,,,,Action ◆ Curse,Starting Deck,Boss Deck: Lich,1,Grzegorz Pedrycz
Soul Diamond,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-027-soul-diamond1.jpg,,,"Gain Gold equal to the starting size of the party.
<i>(When playing against a boss, gain 3 Gold.)</i> <hr> Sacrifice:
Stun all champions target player controls.",,,,,Item ◆ Currency ◆ Gem,Starting Deck,Boss Deck: Lich,2,Andres Agostini
Corruption | Control,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-030-corruption.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-031-control-back.jpg,,,"CORRUPT THE CITY
When you shuffle your deck, count the number of cards in your deck, in your hand, and in play.
<i>(Don’t count cards from the Grimoire.)</i>
If that total is 20 or more, you begin corrupting the city. The citizens begin to do your bidding and you gain the power listed below.
If that total is 30 or more, you have corrupted the city! Flip this card over! <hr> Expend:
Perform a summoning. Gain Combat equal to the starting size of the party.
<i>(When playing against a boss, gain 3 Combat.)</i>
|
COMMAND THE CITY
You have corrupted the entire city! It is under your command! This power replaces your Corruption power for the rest of the game: <hr> Expend:
Perform two summonings. Gain Combat equal to twice the starting size of the party.
<i>(When playing against a boss, gain 6 Combat.)</i>",,,,,Lich Power,Character Ability,Boss Deck: Lich,1,Grzegorz Pedrycz
Lich,https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-032-lich.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-033-lich-back.jpg,,,"<u>Soul Jars (6)</u>
Deep Insight
Heart of Evil
Infernal Wealth
Manipulation
Unending Rage
Void
<u>Grimoire (10)</u>
Abomination
Banshee
Ghoul
Revenant
Skeleton Horde (3)
Wall of Bones
Wall of Fire
Zombie
<u>Starting Deck (10)</u>
Frozen Touch
Gold (2)
Major Summoning
Minor Summoning
Ruby (2)
Soul Crush
Soul Diamond (2)
<u>Lich Power (1)</u>
Corruption/Control
<u>Find hints and tips, and the expanded rulebook with examples, at HeroRealms.com/bosses.</u>",,,,,Boss ◆ Villain,Boss,Boss Deck: Lich,1,Dhennis Balontong
Scorecard (Tens),https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-034-lich-score1.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-035-lich-score2-back.jpg,,,,,,,,,Scorecard,Boss Deck: Lich,1,Dhennis Balontong
Scorecard (Ones),https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-036-lich-score3.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/BLI-EN-037-lich-score4-back.jpg,,,,,,,,,Scorecard,Boss Deck: Lich,1,Dhennis Balontong
Captain Koska,https://www.herorealms.com/wp-content/uploads/2017/09/PRO-EN-PromoCard1-CaptainKoska.jpg,,,"Expend:
Gain 3 Combat.
Choose a faction. Captain Koska has that faction this turn.",4,Guard 4,,,Champion ◆ Human Mercenary,Market Deck,Promos,1,Shen Fei
Contract Negotiation,https://www.herorealms.com/wp-content/uploads/2017/09/PRO-EN-PromoCard2-ContractNegotiation.jpg,,,"Gain 2 Gold.
Choose a faction. Contract Negotiation has that faction this turn.",1,,,,Action ◆ Mercenary,Market Deck,Promos,1,Melvin Chan
Scorecard (Tens),https://www.herorealms.com/wp-content/uploads/2017/09/PRO-EN-ScoreCard-0-30.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/PRO-EN-ScoreCard-40-70.jpg,,,,,,,,,Scorecard,Promos (Ruin of Thandar),1,Melvin Chan | Guillaume Ducos
Scorecard (Ones),https://www.herorealms.com/wp-content/uploads/2017/09/PRO-EN-ScoreCard-0-9.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/PRO-EN-ScoreCard-80plus.jpg,,,,,,,,,Scorecard,Promos (Ruin of Thandar),1,Shen Fei | Grzegorz Pedrycz
